lang,item_id,en_target_word,en_target_pos,l1_source_word,l1_context,target_score,feature_group,shap_value,base_value,prediction
cn,7295,expire,verb,过期，过了有效期,这些肉已经过期了。,-0.590296584,L1 Similarity,0.0,-0.023387494,-1.5615886449813843
cn,7295,expire,verb,过期，过了有效期,这些肉已经过期了。,-0.590296584,Lexical Ambiguity,-0.46167105,-0.023387494,-1.5615886449813843
cn,7295,expire,verb,过期，过了有效期,这些肉已经过期了。,-0.590296584,Prod. Frequency,-0.828547,-0.023387494,-1.5615886449813843
cn,7295,expire,verb,过期，过了有效期,这些肉已经过期了。,-0.590296584,Rec. Frequency,-0.07234876,-0.023387494,-1.5615886449813843
cn,7295,expire,verb,过期，过了有效期,这些肉已经过期了。,-0.590296584,Spelling Difficulty,-0.12471689,-0.023387494,-1.5615886449813843
cn,7295,expire,verb,过期，过了有效期,这些肉已经过期了。,-0.590296584,Word Length,0.003804426,-0.023387494,-1.5615886449813843
cn,7296,herb,noun,草本植物，草，药草,这种药膏含一些药草。,0.479284615,CEFR Level,0.5377762,-0.023387494,0.11871473491191864
cn,7296,herb,noun,草本植物，草，药草,这种药膏含一些药草。,0.479284615,L1 Calque,-0.15620773,-0.023387494,0.11871473491191864
cn,7296,herb,noun,草本植物，草，药草,这种药膏含一些药草。,0.479284615,L1 Similarity,0.0,-0.023387494,0.11871473491191864
cn,7296,herb,noun,草本植物，草，药草,这种药膏含一些药草。,0.479284615,Lexical Ambiguity,0.09466404,-0.023387494,0.11871473491191864
cn,7296,herb,noun,草本植物，草，药草,这种药膏含一些药草。,0.479284615,Prod. Frequency,-0.6249515,-0.023387494,0.11871473491191864
cn,7296,herb,noun,草本植物，草，药草,这种药膏含一些药草。,0.479284615,Rec. Frequency,-0.1793071,-0.023387494,0.11871473491191864
cn,7296,herb,noun,草本植物，草，药草,这种药膏含一些药草。,0.479284615,Spelling Difficulty,-0.037054285,-0.023387494,0.11871473491191864
cn,7296,herb,noun,草本植物，草，药草,这种药膏含一些药草。,0.479284615,Word Length,0.5071826,-0.023387494,0.11871473491191864
cn,7297,also,adverb,也，而且,她会英语，也会日语。,2.683069996,CEFR Level,0.5775168,-0.023387494,2.473045825958252
cn,7297,also,adverb,也，而且,她会英语，也会日语。,2.683069996,L1 Calque,-0.037952576,-0.023387494,2.473045825958252
cn,7297,also,adverb,也，而且,她会英语，也会日语。,2.683069996,L1 Similarity,0.0,-0.023387494,2.473045825958252
cn,7297,also,adverb,也，而且,她会英语，也会日语。,2.683069996,Lexical Ambiguity,0.3719824,-0.023387494,2.473045825958252
cn,7297,also,adverb,也，而且,她会英语，也会日语。,2.683069996,Prod. Frequency,1.3556495,-0.023387494,2.473045825958252
cn,7297,also,adverb,也，而且,她会英语，也会日语。,2.683069996,Rec. Frequency,-0.15071593,-0.023387494,2.473045825958252
cn,7297,also,adverb,也，而且,她会英语，也会日语。,2.683069996,Spelling Difficulty,-0.08649734,-0.023387494,2.473045825958252
cn,7297,also,adverb,也，而且,她会英语，也会日语。,2.683069996,Word Length,0.4664521,-0.023387494,2.473045825958252
cn,7298,spring,verb,弹跳，跳跃,听到门铃声，他一跃下了床。,-2.154284759,CEFR Level,-0.3348205,-0.023387494,-0.20532146096229553
cn,7298,spring,verb,弹跳，跳跃,听到门铃声，他一跃下了床。,-2.154284759,L1 Calque,-0.01966893,-0.023387494,-0.20532146096229553
cn,7298,spring,verb,弹跳，跳跃,听到门铃声，他一跃下了床。,-2.154284759,L1 Similarity,0.0,-0.023387494,-0.20532146096229553
cn,7298,spring,verb,弹跳，跳跃,听到门铃声，他一跃下了床。,-2.154284759,Lexical Ambiguity,-0.83125913,-0.023387494,-0.20532146096229553
cn,7298,spring,verb,弹跳，跳跃,听到门铃声，他一跃下了床。,-2.154284759,Prod. Frequency,0.8317668,-0.023387494,-0.20532146096229553
cn,7298,spring,verb,弹跳，跳跃,听到门铃声，他一跃下了床。,-2.154284759,Rec. Frequency,-0.10488439,-0.023387494,-0.20532146096229553
cn,7298,spring,verb,弹跳，跳跃,听到门铃声，他一跃下了床。,-2.154284759,Spelling Difficulty,0.32678878,-0.023387494,-0.20532146096229553
cn,7298,spring,verb,弹跳，跳跃,听到门铃声，他一跃下了床。,-2.154284759,Word Length,-0.049856365,-0.023387494,-0.20532146096229553
cn,7299,lean,adjective,瘦的,我需要买些瘦肉。,-1.025920146,CEFR Level,-0.3013266,-0.023387494,0.1096879169344902
cn,7299,lean,adjective,瘦的,我需要买些瘦肉。,-1.025920146,L1 Calque,-0.15853444,-0.023387494,0.1096879169344902
cn,7299,lean,adjective,瘦的,我需要买些瘦肉。,-1.025920146,L1 Similarity,0.0,-0.023387494,0.1096879169344902
cn,7299,lean,adjective,瘦的,我需要买些瘦肉。,-1.025920146,Lexical Ambiguity,-0.3244966,-0.023387494,0.1096879169344902
cn,7299,lean,adjective,瘦的,我需要买些瘦肉。,-1.025920146,Prod. Frequency,0.104424566,-0.023387494,0.1096879169344902
cn,7299,lean,adjective,瘦的,我需要买些瘦肉。,-1.025920146,Rec. Frequency,-0.07173349,-0.023387494,0.1096879169344902
cn,7299,lean,adjective,瘦的,我需要买些瘦肉。,-1.025920146,Spelling Difficulty,0.34576073,-0.023387494,0.1096879169344902
cn,7299,lean,adjective,瘦的,我需要买些瘦肉。,-1.025920146,Word Length,0.5389813,-0.023387494,0.1096879169344902
cn,7300,kingdom,noun,王国，国度,英国的全称是大不列颠与北爱尔兰联合王国。,1.901182381,CEFR Level,-0.052983146,-0.023387494,1.0078448057174683
cn,7300,kingdom,noun,王国，国度,英国的全称是大不列颠与北爱尔兰联合王国。,1.901182381,L1 Calque,0.63035876,-0.023387494,1.0078448057174683
cn,7300,kingdom,noun,王国，国度,英国的全称是大不列颠与北爱尔兰联合王国。,1.901182381,L1 Similarity,0.0,-0.023387494,1.0078448057174683
cn,7300,kingdom,noun,王国，国度,英国的全称是大不列颠与北爱尔兰联合王国。,1.901182381,Lexical Ambiguity,0.19009443,-0.023387494,1.0078448057174683
cn,7300,kingdom,noun,王国，国度,英国的全称是大不列颠与北爱尔兰联合王国。,1.901182381,Prod. Frequency,-0.0044946754,-0.023387494,1.0078448057174683
cn,7300,kingdom,noun,王国，国度,英国的全称是大不列颠与北爱尔兰联合王国。,1.901182381,Rec. Frequency,0.13102877,-0.023387494,1.0078448057174683
cn,7300,kingdom,noun,王国，国度,英国的全称是大不列颠与北爱尔兰联合王国。,1.901182381,Spelling Difficulty,0.28526324,-0.023387494,1.0078448057174683
cn,7300,kingdom,noun,王国，国度,英国的全称是大不列颠与北爱尔兰联合王国。,1.901182381,Word Length,-0.14803469,-0.023387494,1.0078448057174683
cn,7301,odds,noun,（某事发生的）可能性,申请成功的可能性很大。,-2.038796636,CEFR Level,-0.1718547,-0.023387494,-1.5248384475708008
cn,7301,odds,noun,（某事发生的）可能性,申请成功的可能性很大。,-2.038796636,L1 Calque,-0.23109694,-0.023387494,-1.5248384475708008
cn,7301,odds,noun,（某事发生的）可能性,申请成功的可能性很大。,-2.038796636,L1 Similarity,0.0,-0.023387494,-1.5248384475708008
cn,7301,odds,noun,（某事发生的）可能性,申请成功的可能性很大。,-2.038796636,Lexical Ambiguity,-0.88100636,-0.023387494,-1.5248384475708008
cn,7301,odds,noun,（某事发生的）可能性,申请成功的可能性很大。,-2.038796636,Prod. Frequency,-0.6495892,-0.023387494,-1.5248384475708008
cn,7301,odds,noun,（某事发生的）可能性,申请成功的可能性很大。,-2.038796636,Rec. Frequency,0.101012155,-0.023387494,-1.5248384475708008
cn,7301,odds,noun,（某事发生的）可能性,申请成功的可能性很大。,-2.038796636,Spelling Difficulty,-0.18394494,-0.023387494,-1.5248384475708008
cn,7301,odds,noun,（某事发生的）可能性,申请成功的可能性很大。,-2.038796636,Word Length,0.515029,-0.023387494,-1.5248384475708008
cn,7302,list,noun,名单，一览表,你的名字也在名单上。,2.391279693,CEFR Level,0.4432771,-0.023387494,2.1995205879211426
cn,7302,list,noun,名单，一览表,你的名字也在名单上。,2.391279693,L1 Calque,0.023358757,-0.023387494,2.1995205879211426
cn,7302,list,noun,名单，一览表,你的名字也在名单上。,2.391279693,L1 Similarity,0.0,-0.023387494,2.1995205879211426
cn,7302,list,noun,名单，一览表,你的名字也在名单上。,2.391279693,Lexical Ambiguity,-0.030244265,-0.023387494,2.1995205879211426
cn,7302,list,noun,名单，一览表,你的名字也在名单上。,2.391279693,Prod. Frequency,0.88911766,-0.023387494,2.1995205879211426
cn,7302,list,noun,名单，一览表,你的名字也在名单上。,2.391279693,Rec. Frequency,0.08194542,-0.023387494,2.1995205879211426
cn,7302,list,noun,名单，一览表,你的名字也在名单上。,2.391279693,Spelling Difficulty,0.27727914,-0.023387494,2.1995205879211426
cn,7302,list,noun,名单，一览表,你的名字也在名单上。,2.391279693,Word Length,0.538175,-0.023387494,2.1995205879211426
cn,7303,clear,adverb,避开地，远离地,1)电梯门关闭，请远离厢门站立。2)他拽着妹妹的胳膊，把她拉开了。,-3.120733859,CEFR Level,-0.4931819,-0.023387494,-1.7155084609985352
cn,7303,clear,adverb,避开地，远离地,1)电梯门关闭，请远离厢门站立。2)他拽着妹妹的胳膊，把她拉开了。,-3.120733859,L1 Calque,-0.23865539,-0.023387494,-1.7155084609985352
cn,7303,clear,adverb,避开地，远离地,1)电梯门关闭，请远离厢门站立。2)他拽着妹妹的胳膊，把她拉开了。,-3.120733859,L1 Similarity,0.0,-0.023387494,-1.7155084609985352
cn,7303,clear,adverb,避开地，远离地,1)电梯门关闭，请远离厢门站立。2)他拽着妹妹的胳膊，把她拉开了。,-3.120733859,Lexical Ambiguity,-1.5838538,-0.023387494,-1.7155084609985352
cn,7303,clear,adverb,避开地，远离地,1)电梯门关闭，请远离厢门站立。2)他拽着妹妹的胳膊，把她拉开了。,-3.120733859,Prod. Frequency,0.6901424,-0.023387494,-1.7155084609985352
cn,7303,clear,adverb,避开地，远离地,1)电梯门关闭，请远离厢门站立。2)他拽着妹妹的胳膊，把她拉开了。,-3.120733859,Rec. Frequency,0.0006053597,-0.023387494,-1.7155084609985352
cn,7303,clear,adverb,避开地，远离地,1)电梯门关闭，请远离厢门站立。2)他拽着妹妹的胳膊，把她拉开了。,-3.120733859,Spelling Difficulty,-0.24456595,-0.023387494,-1.7155084609985352
cn,7303,clear,adverb,避开地，远离地,1)电梯门关闭，请远离厢门站立。2)他拽着妹妹的胳膊，把她拉开了。,-3.120733859,Word Length,0.17738856,-0.023387494,-1.7155084609985352
cn,7304,glove,noun,手套,母亲为我织了手套。,1.008173094,CEFR Level,0.5177585,-0.023387494,0.31816357374191284
cn,7304,glove,noun,手套,母亲为我织了手套。,1.008173094,L1 Calque,0.3482505,-0.023387494,0.31816357374191284
cn,7304,glove,noun,手套,母亲为我织了手套。,1.008173094,L1 Similarity,0.0,-0.023387494,0.31816357374191284
cn,7304,glove,noun,手套,母亲为我织了手套。,1.008173094,Lexical Ambiguity,0.2742054,-0.023387494,0.31816357374191284
cn,7304,glove,noun,手套,母亲为我织了手套。,1.008173094,Prod. Frequency,-0.82597905,-0.023387494,0.31816357374191284
cn,7304,glove,noun,手套,母亲为我织了手套。,1.008173094,Rec. Frequency,-0.13708575,-0.023387494,0.31816357374191284
cn,7304,glove,noun,手套,母亲为我织了手套。,1.008173094,Spelling Difficulty,0.006232474,-0.023387494,0.31816357374191284
cn,7304,glove,noun,手套,母亲为我织了手套。,1.008173094,Word Length,0.15816882,-0.023387494,0.31816357374191284
cn,7305,confuse,verb,使混乱，使迷惑,请长话短说，别把他搞糊涂了！,1.137533026,CEFR Level,-0.09607286,-0.023387494,-0.21493537724018097
cn,7305,confuse,verb,使混乱，使迷惑,请长话短说，别把他搞糊涂了！,1.137533026,L1 Calque,-0.19752754,-0.023387494,-0.21493537724018097
cn,7305,confuse,verb,使混乱，使迷惑,请长话短说，别把他搞糊涂了！,1.137533026,L1 Similarity,0.0,-0.023387494,-0.21493537724018097
cn,7305,confuse,verb,使混乱，使迷惑,请长话短说，别把他搞糊涂了！,1.137533026,Lexical Ambiguity,0.077613786,-0.023387494,-0.21493537724018097
cn,7305,confuse,verb,使混乱，使迷惑,请长话短说，别把他搞糊涂了！,1.137533026,Prod. Frequency,0.3685415,-0.023387494,-0.21493537724018097
cn,7305,confuse,verb,使混乱，使迷惑,请长话短说，别把他搞糊涂了！,1.137533026,Rec. Frequency,-0.020574916,-0.023387494,-0.21493537724018097
cn,7305,confuse,verb,使混乱，使迷惑,请长话短说，别把他搞糊涂了！,1.137533026,Spelling Difficulty,-0.09845864,-0.023387494,-0.21493537724018097
cn,7305,confuse,verb,使混乱，使迷惑,请长话短说，别把他搞糊涂了！,1.137533026,Word Length,-0.22506921,-0.023387494,-0.21493537724018097
cn,7306,footstep,noun,脚步,我听见门外的脚步声。,0.514842973,CEFR Level,-0.12417338,-0.023387494,0.07563378661870956
cn,7306,footstep,noun,脚步,我听见门外的脚步声。,0.514842973,L1 Calque,0.9366773,-0.023387494,0.07563378661870956
cn,7306,footstep,noun,脚步,我听见门外的脚步声。,0.514842973,L1 Similarity,0.0,-0.023387494,0.07563378661870956
cn,7306,footstep,noun,脚步,我听见门外的脚步声。,0.514842973,Lexical Ambiguity,-0.0114642605,-0.023387494,0.07563378661870956
cn,7306,footstep,noun,脚步,我听见门外的脚步声。,0.514842973,Prod. Frequency,-0.856224,-0.023387494,0.07563378661870956
cn,7306,footstep,noun,脚步,我听见门外的脚步声。,0.514842973,Rec. Frequency,-0.09378202,-0.023387494,0.07563378661870956
cn,7306,footstep,noun,脚步,我听见门外的脚步声。,0.514842973,Spelling Difficulty,0.3907229,-0.023387494,0.07563378661870956
cn,7306,footstep,noun,脚步,我听见门外的脚步声。,0.514842973,Word Length,-0.14273532,-0.023387494,0.07563378661870956
cn,7307,unexpected,adjective,出乎意料的，意外的,她的意外拜访让他十分窘迫。,-0.231948621,CEFR Level,0.24915275,-0.023387494,0.2483903169631958
cn,7307,unexpected,adjective,出乎意料的，意外的,她的意外拜访让他十分窘迫。,-0.231948621,L1 Calque,-0.05820847,-0.023387494,0.2483903169631958
cn,7307,unexpected,adjective,出乎意料的，意外的,她的意外拜访让他十分窘迫。,-0.231948621,L1 Similarity,0.0,-0.023387494,0.2483903169631958
cn,7307,unexpected,adjective,出乎意料的，意外的,她的意外拜访让他十分窘迫。,-0.231948621,Lexical Ambiguity,0.22601616,-0.023387494,0.2483903169631958
cn,7307,unexpected,adjective,出乎意料的，意外的,她的意外拜访让他十分窘迫。,-0.231948621,Prod. Frequency,0.42089248,-0.023387494,0.2483903169631958
cn,7307,unexpected,adjective,出乎意料的，意外的,她的意外拜访让他十分窘迫。,-0.231948621,Rec. Frequency,0.007371094,-0.023387494,0.2483903169631958
cn,7307,unexpected,adjective,出乎意料的，意外的,她的意外拜访让他十分窘迫。,-0.231948621,Spelling Difficulty,-0.1747927,-0.023387494,0.2483903169631958
cn,7307,unexpected,adjective,出乎意料的，意外的,她的意外拜访让他十分窘迫。,-0.231948621,Word Length,-0.39865366,-0.023387494,0.2483903169631958
cn,7308,combat,verb,与…搏斗，抗争，阻止…发生,我们应采取措施打击恐怖主义(与恐怖主义抗争)。,-2.002206258,CEFR Level,-0.35372162,-0.023387494,-1.434220314025879
cn,7308,combat,verb,与…搏斗，抗争，阻止…发生,我们应采取措施打击恐怖主义(与恐怖主义抗争)。,-2.002206258,L1 Calque,-0.2509776,-0.023387494,-1.434220314025879
cn,7308,combat,verb,与…搏斗，抗争，阻止…发生,我们应采取措施打击恐怖主义(与恐怖主义抗争)。,-2.002206258,L1 Similarity,0.0,-0.023387494,-1.434220314025879
cn,7308,combat,verb,与…搏斗，抗争，阻止…发生,我们应采取措施打击恐怖主义(与恐怖主义抗争)。,-2.002206258,Lexical Ambiguity,-0.071145296,-0.023387494,-1.434220314025879
cn,7308,combat,verb,与…搏斗，抗争，阻止…发生,我们应采取措施打击恐怖主义(与恐怖主义抗争)。,-2.002206258,Prod. Frequency,-0.64243853,-0.023387494,-1.434220314025879
cn,7308,combat,verb,与…搏斗，抗争，阻止…发生,我们应采取措施打击恐怖主义(与恐怖主义抗争)。,-2.002206258,Rec. Frequency,-0.042178396,-0.023387494,-1.434220314025879
cn,7308,combat,verb,与…搏斗，抗争，阻止…发生,我们应采取措施打击恐怖主义(与恐怖主义抗争)。,-2.002206258,Spelling Difficulty,-0.10656833,-0.023387494,-1.434220314025879
cn,7308,combat,verb,与…搏斗，抗争，阻止…发生,我们应采取措施打击恐怖主义(与恐怖主义抗争)。,-2.002206258,Word Length,0.05619703,-0.023387494,-1.434220314025879
cn,7309,vitality,noun,活力,病愈后的小狗又恢复了活力。,-1.727762817,CEFR Level,-0.23927166,-0.023387494,-0.8890409469604492
cn,7309,vitality,noun,活力,病愈后的小狗又恢复了活力。,-1.727762817,L1 Calque,0.081364356,-0.023387494,-0.8890409469604492
cn,7309,vitality,noun,活力,病愈后的小狗又恢复了活力。,-1.727762817,L1 Similarity,0.0,-0.023387494,-0.8890409469604492
cn,7309,vitality,noun,活力,病愈后的小狗又恢复了活力。,-1.727762817,Lexical Ambiguity,0.24127176,-0.023387494,-0.8890409469604492
cn,7309,vitality,noun,活力,病愈后的小狗又恢复了活力。,-1.727762817,Prod. Frequency,-0.4100778,-0.023387494,-0.8890409469604492
cn,7309,vitality,noun,活力,病愈后的小狗又恢复了活力。,-1.727762817,Rec. Frequency,-0.009379491,-0.023387494,-0.8890409469604492
cn,7309,vitality,noun,活力,病愈后的小狗又恢复了活力。,-1.727762817,Spelling Difficulty,-0.36083055,-0.023387494,-0.8890409469604492
cn,7309,vitality,noun,活力,病愈后的小狗又恢复了活力。,-1.727762817,Word Length,-0.16872978,-0.023387494,-0.8890409469604492
cn,7310,return,verb,返回，回到,我回到家，发现电视被盗了。,1.853083442,CEFR Level,0.4534877,-0.023387494,2.0310444831848145
cn,7310,return,verb,返回，回到,我回到家，发现电视被盗了。,1.853083442,L1 Calque,0.14568284,-0.023387494,2.0310444831848145
cn,7310,return,verb,返回，回到,我回到家，发现电视被盗了。,1.853083442,L1 Similarity,0.0,-0.023387494,2.0310444831848145
cn,7310,return,verb,返回，回到,我回到家，发现电视被盗了。,1.853083442,Lexical Ambiguity,-0.006006062,-0.023387494,2.0310444831848145
cn,7310,return,verb,返回，回到,我回到家，发现电视被盗了。,1.853083442,Prod. Frequency,0.90835965,-0.023387494,2.0310444831848145
cn,7310,return,verb,返回，回到,我回到家，发现电视被盗了。,1.853083442,Rec. Frequency,0.20787394,-0.023387494,2.0310444831848145
cn,7310,return,verb,返回，回到,我回到家，发现电视被盗了。,1.853083442,Spelling Difficulty,0.3664948,-0.023387494,2.0310444831848145
cn,7310,return,verb,返回，回到,我回到家，发现电视被盗了。,1.853083442,Word Length,-0.021458972,-0.023387494,2.0310444831848145
cn,7311,horribly,adverb,极其，极为，到了可怕程度地,事情糟到可怕。,-3.826211006,CEFR Level,-0.30230108,-0.023387494,-2.1461167335510254
cn,7311,horribly,adverb,极其，极为，到了可怕程度地,事情糟到可怕。,-3.826211006,L1 Calque,-0.31894577,-0.023387494,-2.1461167335510254
cn,7311,horribly,adverb,极其，极为，到了可怕程度地,事情糟到可怕。,-3.826211006,L1 Similarity,0.0,-0.023387494,-2.1461167335510254
cn,7311,horribly,adverb,极其，极为，到了可怕程度地,事情糟到可怕。,-3.826211006,Lexical Ambiguity,-0.041014284,-0.023387494,-2.1461167335510254
cn,7311,horribly,adverb,极其，极为，到了可怕程度地,事情糟到可怕。,-3.826211006,Prod. Frequency,-0.9501885,-0.023387494,-2.1461167335510254
cn,7311,horribly,adverb,极其，极为，到了可怕程度地,事情糟到可怕。,-3.826211006,Rec. Frequency,0.0009034537,-0.023387494,-2.1461167335510254
cn,7311,horribly,adverb,极其，极为，到了可怕程度地,事情糟到可怕。,-3.826211006,Spelling Difficulty,-0.28510666,-0.023387494,-2.1461167335510254
cn,7311,horribly,adverb,极其，极为，到了可怕程度地,事情糟到可怕。,-3.826211006,Word Length,-0.22607392,-0.023387494,-2.1461167335510254
cn,7312,tale,noun,故事，传说,他讲述自己在古巴生活的种种故事。,0.365154631,CEFR Level,-0.16039138,-0.023387494,1.1670901775360107
cn,7312,tale,noun,故事，传说,他讲述自己在古巴生活的种种故事。,0.365154631,L1 Calque,-0.08896896,-0.023387494,1.1670901775360107
cn,7312,tale,noun,故事，传说,他讲述自己在古巴生活的种种故事。,0.365154631,L1 Similarity,0.0,-0.023387494,1.1670901775360107
cn,7312,tale,noun,故事，传说,他讲述自己在古巴生活的种种故事。,0.365154631,Lexical Ambiguity,0.23129833,-0.023387494,1.1670901775360107
cn,7312,tale,noun,故事，传说,他讲述自己在古巴生活的种种故事。,0.365154631,Prod. Frequency,0.63859314,-0.023387494,1.1670901775360107
cn,7312,tale,noun,故事，传说,他讲述自己在古巴生活的种种故事。,0.365154631,Rec. Frequency,-0.0031489097,-0.023387494,1.1670901775360107
cn,7312,tale,noun,故事，传说,他讲述自己在古巴生活的种种故事。,0.365154631,Spelling Difficulty,0.063735515,-0.023387494,1.1670901775360107
cn,7312,tale,noun,故事，传说,他讲述自己在古巴生活的种种故事。,0.365154631,Word Length,0.50936013,-0.023387494,1.1670901775360107
cn,7313,journey,noun,旅程，旅行,“祝你旅程愉快”，她说。,1.026916551,CEFR Level,0.48536193,-0.023387494,1.3120938539505005
cn,7313,journey,noun,旅程，旅行,“祝你旅程愉快”，她说。,1.026916551,L1 Calque,0.13099565,-0.023387494,1.3120938539505005
cn,7313,journey,noun,旅程，旅行,“祝你旅程愉快”，她说。,1.026916551,L1 Similarity,0.0,-0.023387494,1.3120938539505005
cn,7313,journey,noun,旅程，旅行,“祝你旅程愉快”，她说。,1.026916551,Lexical Ambiguity,0.16098474,-0.023387494,1.3120938539505005
cn,7313,journey,noun,旅程，旅行,“祝你旅程愉快”，她说。,1.026916551,Prod. Frequency,0.9192766,-0.023387494,1.3120938539505005
cn,7313,journey,noun,旅程，旅行,“祝你旅程愉快”，她说。,1.026916551,Rec. Frequency,-0.036951065,-0.023387494,1.3120938539505005
cn,7313,journey,noun,旅程，旅行,“祝你旅程愉快”，她说。,1.026916551,Spelling Difficulty,-0.07800651,-0.023387494,1.3120938539505005
cn,7313,journey,noun,旅程，旅行,“祝你旅程愉快”，她说。,1.026916551,Word Length,-0.2461801,-0.023387494,1.3120938539505005
cn,7314,dim,adjective,昏暗的，光线差的,她走进一间昏暗的屋子。,-0.605714483,CEFR Level,-0.30023614,-0.023387494,-0.1555861234664917
cn,7314,dim,adjective,昏暗的，光线差的,她走进一间昏暗的屋子。,-0.605714483,L1 Calque,-0.017911196,-0.023387494,-0.1555861234664917
cn,7314,dim,adjective,昏暗的，光线差的,她走进一间昏暗的屋子。,-0.605714483,L1 Similarity,0.0,-0.023387494,-0.1555861234664917
cn,7314,dim,adjective,昏暗的，光线差的,她走进一间昏暗的屋子。,-0.605714483,Lexical Ambiguity,-0.14482345,-0.023387494,-0.1555861234664917
cn,7314,dim,adjective,昏暗的，光线差的,她走进一间昏暗的屋子。,-0.605714483,Prod. Frequency,-0.30041975,-0.023387494,-0.1555861234664917
cn,7314,dim,adjective,昏暗的，光线差的,她走进一间昏暗的屋子。,-0.605714483,Rec. Frequency,-0.093524694,-0.023387494,-0.1555861234664917
cn,7314,dim,adjective,昏暗的，光线差的,她走进一间昏暗的屋子。,-0.605714483,Spelling Difficulty,0.02397496,-0.023387494,-0.1555861234664917
cn,7314,dim,adjective,昏暗的，光线差的,她走进一间昏暗的屋子。,-0.605714483,Word Length,0.70074123,-0.023387494,-0.1555861234664917
cn,7315,lower,verb,低下，放下，使降低,1)他低下头从门洞穿过。2)战士们把旗降下。,-0.175050641,CEFR Level,-0.18835063,-0.023387494,0.715586245059967
cn,7315,lower,verb,低下，放下，使降低,1)他低下头从门洞穿过。2)战士们把旗降下。,-0.175050641,L1 Calque,-0.10605186,-0.023387494,0.715586245059967
cn,7315,lower,verb,低下，放下，使降低,1)他低下头从门洞穿过。2)战士们把旗降下。,-0.175050641,L1 Similarity,0.0,-0.023387494,0.715586245059967
cn,7315,lower,verb,低下，放下，使降低,1)他低下头从门洞穿过。2)战士们把旗降下。,-0.175050641,Lexical Ambiguity,-0.28620777,-0.023387494,0.715586245059967
cn,7315,lower,verb,低下，放下，使降低,1)他低下头从门洞穿过。2)战士们把旗降下。,-0.175050641,Prod. Frequency,0.7975732,-0.023387494,0.715586245059967
cn,7315,lower,verb,低下，放下，使降低,1)他低下头从门洞穿过。2)战士们把旗降下。,-0.175050641,Rec. Frequency,0.15949056,-0.023387494,0.715586245059967
cn,7315,lower,verb,低下，放下，使降低,1)他低下头从门洞穿过。2)战士们把旗降下。,-0.175050641,Spelling Difficulty,0.22058576,-0.023387494,0.715586245059967
cn,7315,lower,verb,低下，放下，使降低,1)他低下头从门洞穿过。2)战士们把旗降下。,-0.175050641,Word Length,0.14193477,-0.023387494,0.715586245059967
cn,7316,firm,noun,公司,他在一家法律公司工作。,0.573400857,CEFR Level,0.30846348,-0.023387494,1.543663740158081
cn,7316,firm,noun,公司,他在一家法律公司工作。,0.573400857,L1 Calque,-0.053853277,-0.023387494,1.543663740158081
cn,7316,firm,noun,公司,他在一家法律公司工作。,0.573400857,L1 Similarity,0.0,-0.023387494,1.543663740158081
cn,7316,firm,noun,公司,他在一家法律公司工作。,0.573400857,Lexical Ambiguity,0.062977046,-0.023387494,1.543663740158081
cn,7316,firm,noun,公司,他在一家法律公司工作。,0.573400857,Prod. Frequency,0.6163922,-0.023387494,1.543663740158081
cn,7316,firm,noun,公司,他在一家法律公司工作。,0.573400857,Rec. Frequency,0.13870399,-0.023387494,1.543663740158081
cn,7316,firm,noun,公司,他在一家法律公司工作。,0.573400857,Spelling Difficulty,-0.14250827,-0.023387494,1.543663740158081
cn,7316,firm,noun,公司,他在一家法律公司工作。,0.573400857,Word Length,0.6368761,-0.023387494,1.543663740158081
cn,7317,noble,adjective,高贵的，高尚的,他拥有高尚的品格。,-0.23524564,CEFR Level,-0.21841693,-0.023387494,-0.5704084038734436
cn,7317,noble,adjective,高贵的，高尚的,他拥有高尚的品格。,-0.23524564,L1 Calque,-0.16113977,-0.023387494,-0.5704084038734436
cn,7317,noble,adjective,高贵的，高尚的,他拥有高尚的品格。,-0.23524564,L1 Similarity,0.0,-0.023387494,-0.5704084038734436
cn,7317,noble,adjective,高贵的，高尚的,他拥有高尚的品格。,-0.23524564,Lexical Ambiguity,-0.04830897,-0.023387494,-0.5704084038734436
cn,7317,noble,adjective,高贵的，高尚的,他拥有高尚的品格。,-0.23524564,Prod. Frequency,-0.33637586,-0.023387494,-0.5704084038734436
cn,7317,noble,adjective,高贵的，高尚的,他拥有高尚的品格。,-0.23524564,Rec. Frequency,0.05531193,-0.023387494,-0.5704084038734436
cn,7317,noble,adjective,高贵的，高尚的,他拥有高尚的品格。,-0.23524564,Spelling Difficulty,-0.057011098,-0.023387494,-0.5704084038734436
cn,7317,noble,adjective,高贵的，高尚的,他拥有高尚的品格。,-0.23524564,Word Length,0.2189201,-0.023387494,-0.5704084038734436
cn,7318,sarcastic,adjective,挖苦的，嘲讽的,他对我的迟到说了些嘲讽的话。,-2.237418938,CEFR Level,-0.3143373,-0.023387494,-0.6465165615081787
cn,7318,sarcastic,adjective,挖苦的，嘲讽的,他对我的迟到说了些嘲讽的话。,-2.237418938,L1 Calque,-0.20097803,-0.023387494,-0.6465165615081787
cn,7318,sarcastic,adjective,挖苦的，嘲讽的,他对我的迟到说了些嘲讽的话。,-2.237418938,L1 Similarity,0.0,-0.023387494,-0.6465165615081787
cn,7318,sarcastic,adjective,挖苦的，嘲讽的,他对我的迟到说了些嘲讽的话。,-2.237418938,Lexical Ambiguity,0.3914889,-0.023387494,-0.6465165615081787
